HPY LHY LHR LHP LKP LAR LAP RHY RHR RHP RKP RAR RAP LSP LSR LSY LEP LWY LWP RSP RSR RSY REP RWY RWP 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 3.584003 0.000000 0.000000 -7.557948 0.000000 3.973894 3.584003 0.000000 0.000000 -7.557948 0.000000 3.973894 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 3.721533 0.000000 0.000000 -7.847974 0.000000 4.126386 3.721533 0.000000 0.000000 -7.847974 0.000000 4.126386 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 3.858522 0.000000 0.000000 -8.136854 0.000000 4.278277 3.858522 0.000000 0.000000 -8.136854 0.000000 4.278277 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 3.994699 0.000000 0.000000 -8.424025 0.000000 4.429268 3.994699 0.000000 0.000000 -8.424025 0.000000 4.429268 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 4.129799 0.000000 0.000000 -8.708925 0.000000 4.579065 4.129799 0.000000 0.000000 -8.708925 0.000000 4.579065 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 4.263562 0.000000 0.000000 -8.991003 0.000000 4.727380 4.263562 0.000000 0.000000 -8.991003 0.000000 4.727380 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 4.395731 0.000000 0.000000 -9.269721 0.000000 4.873927 4.395731 0.000000 0.000000 -9.269721 0.000000 4.873927 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 4.526056 0.000000 0.000000 -9.544552 0.000000 5.018430 4.526056 0.000000 0.000000 -9.544552 0.000000 5.018430 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 4.654296 0.000000 0.000000 -9.814985 0.000000 5.160621 4.654296 0.000000 0.000000 -9.814985 0.000000 5.160621 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 4.780217 0.000000 0.000000 -10.080526 0.000000 5.300240 4.780217 0.000000 0.000000 -10.080526 0.000000 5.300240 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 4.903592 0.000000 0.000000 -10.340700 0.000000 5.437037 4.903592 0.000000 0.000000 -10.340700 0.000000 5.437037 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 5.024208 0.000000 0.000000 -10.595056 0.000000 5.570774 5.024208 0.000000 0.000000 -10.595056 0.000000 5.570774 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 5.141861 0.000000 0.000000 -10.843162 0.000000 5.701226 5.141861 0.000000 0.000000 -10.843162 0.000000 5.701226 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 5.256358 0.000000 0.000000 -11.084613 0.000000 5.828179 5.256358 0.000000 0.000000 -11.084613 0.000000 5.828179 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 5.367519 0.000000 0.000000 -11.319029 0.000000 5.951432 5.367519 0.000000 0.000000 -11.319029 0.000000 5.951432 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 5.475178 0.000000 0.000000 -11.546060 0.000000 6.070803 5.475178 0.000000 0.000000 -11.546060 0.000000 6.070803 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 5.579181 0.000000 0.000000 -11.765382 0.000000 6.186120 5.579181 0.000000 0.000000 -11.765382 0.000000 6.186120 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 5.679391 0.000000 0.000000 -11.976705 0.000000 6.297232 5.679391 0.000000 0.000000 -11.976705 0.000000 6.297232 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 5.775683 0.000000 0.000000 -12.179766 0.000000 6.403999 5.775683 0.000000 0.000000 -12.179766 0.000000 6.403999 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 5.867951 0.000000 0.000000 -12.374340 0.000000 6.506304 5.867951 0.000000 0.000000 -12.374340 0.000000 6.506304 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 5.956101 0.000000 0.000000 -12.560231 0.000000 6.604044 5.956101 0.000000 0.000000 -12.560231 0.000000 6.604044 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 6.040057 0.000000 0.000000 -12.737279 0.000000 6.697134 6.040057 0.000000 0.000000 -12.737279 0.000000 6.697134 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 6.119762 0.000000 0.000000 -12.905360 0.000000 6.785509 6.119762 0.000000 0.000000 -12.905360 0.000000 6.785509 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 6.195171 0.000000 0.000000 -13.064383 0.000000 6.869122 6.195171 0.000000 0.000000 -13.064383 0.000000 6.869122 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 6.266260 0.000000 0.000000 -13.214294 0.000000 6.947944 6.266260 0.000000 0.000000 -13.214294 0.000000 6.947944 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 6.333019 0.000000 0.000000 -13.355077 0.000000 7.021966 6.333019 0.000000 0.000000 -13.355077 0.000000 7.021966 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 6.395458 0.000000 0.000000 -13.486748 0.000000 7.091197 6.395458 0.000000 0.000000 -13.486748 0.000000 7.091197 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 6.453601 0.000000 0.000000 -13.609361 0.000000 7.155666 6.453601 0.000000 0.000000 -13.609361 0.000000 7.155666 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 6.507493 0.000000 0.000000 -13.723007 0.000000 7.215420 6.507493 0.000000 0.000000 -13.723007 0.000000 7.215420 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 6.557191 0.000000 0.000000 -13.827810 0.000000 7.270524 6.557191 0.000000 0.000000 -13.827810 0.000000 7.270524 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 6.602771 0.000000 0.000000 -13.923930 0.000000 7.321063 6.602771 0.000000 0.000000 -13.923930 0.000000 7.321063 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 6.644327 0.000000 0.000000 -14.011563 0.000000 7.367140 6.644327 0.000000 0.000000 -14.011563 0.000000 7.367140 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 6.681965 0.000000 0.000000 -14.090934 0.000000 7.408872 6.681965 0.000000 0.000000 -14.090934 0.000000 7.408872 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 6.715810 0.000000 0.000000 -14.162306 0.000000 7.446399 6.715810 0.000000 0.000000 -14.162306 0.000000 7.446399 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 6.745999 0.000000 0.000000 -14.225969 0.000000 7.479872 6.745999 0.000000 0.000000 -14.225969 0.000000 7.479872 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 6.772686 0.000000 0.000000 -14.282247 0.000000 7.509463 6.772686 0.000000 0.000000 -14.282247 0.000000 7.509463 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 6.796037 0.000000 0.000000 -14.331490 0.000000 7.535354 6.796037 0.000000 0.000000 -14.331490 0.000000 7.535354 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 6.816232 0.000000 0.000000 -14.374078 0.000000 7.557746 6.816232 0.000000 0.000000 -14.374078 0.000000 7.557746 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 6.833464 0.000000 0.000000 -14.410416 0.000000 7.576853 6.833464 0.000000 0.000000 -14.410416 0.000000 7.576853 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 6.847937 0.000000 0.000000 -14.440936 0.000000 7.592900 6.847937 0.000000 0.000000 -14.440936 0.000000 7.592900 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 6.859864 0.000000 0.000000 -14.466089 0.000000 7.606125 6.859864 0.000000 0.000000 -14.466089 0.000000 7.606125 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 6.869472 0.000000 0.000000 -14.486350 0.000000 7.616778 6.869472 0.000000 0.000000 -14.486350 0.000000 7.616778 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 6.876995 0.000000 0.000000 -14.502213 0.000000 7.625119 6.876995 0.000000 0.000000 -14.502213 0.000000 7.625119 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 6.882674 0.000000 0.000000 -14.514189 0.000000 7.631416 6.882674 0.000000 0.000000 -14.514189 0.000000 7.631416 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 6.886759 0.000000 0.000000 -14.522805 0.000000 7.635945 6.886759 0.000000 0.000000 -14.522805 0.000000 7.635945 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 6.889507 0.000000 0.000000 -14.528599 0.000000 7.638992 6.889507 0.000000 0.000000 -14.528599 0.000000 7.638992 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 6.891178 0.000000 0.000000 -14.532122 0.000000 7.640845 6.891178 0.000000 0.000000 -14.532122 0.000000 7.640845 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 6.892037 0.000000 0.000000 -14.533936 0.000000 7.641798 6.892037 0.000000 0.000000 -14.533936 0.000000 7.641798 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 6.892355 0.000000 0.000000 -14.534604 0.000000 7.642150 6.892355 0.000000 0.000000 -14.534604 0.000000 7.642150 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 6.892400 0.000000 0.000000 -14.534700 0.000000 7.642200 6.892400 0.000000 0.000000 -14.534700 0.000000 7.642200 
0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 6.892400 0.000000 0.000000 -14.534700 0.000000 7.642200 6.892400 0.000000 0.000000 -14.534700 0.000000 7.642200 
0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 6.892593 0.000000 0.000000 -14.535109 0.000000 7.641824 6.892593 0.000000 0.000000 -14.535109 0.000000 7.641824 
0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 6.893943 0.000000 0.000000 -14.537972 0.000000 7.639196 6.893943 0.000000 0.000000 -14.537972 0.000000 7.639196 
0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 6.897602 0.000000 0.000000 -14.545732 0.000000 7.632070 6.897602 0.000000 0.000000 -14.545732 0.000000 7.632070 
0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 6.904713 0.000000 0.000000 -14.560814 0.000000 7.618222 6.904713 0.000000 0.000000 -14.560814 0.000000 7.618222 
0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 6.916406 0.000000 0.000000 -14.585614 0.000000 7.595451 6.916406 0.000000 0.000000 -14.585614 0.000000 7.595451 
0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 -0.000000 0.000000 0.000000 0.000000 6.933792 0.000000 0.000000 -14.622488 0.000000 7.561592 6.933792 0.000000 0.000000 -14.622488 0.000000 7.561592 
